poi_id,clusters
3fd66200f964a52034ea1ee3,41
3fd66200f964a52034eb1ee3,106
3fd66200f964a52035e31ee3,76
3fd66200f964a52035e41ee3,154
3fd66200f964a52035e81ee3,189
3fd66200f964a52035eb1ee3,18
3fd66200f964a52036e31ee3,22
3fd66200f964a52036e41ee3,35
3fd66200f964a52036e61ee3,52
3fd66200f964a52036e71ee3,53
3fd66200f964a52036ea1ee3,117
3fd66200f964a52036eb1ee3,79
3fd66200f964a52037e31ee3,78
3fd66200f964a52037e71ee3,118
3fd66200f964a52037eb1ee3,189
3fd66200f964a52038e31ee3,21
3fd66200f964a52038e41ee3,94
3fd66200f964a52038eb1ee3,14
3fd66200f964a52038f11ee3,154
3fd66200f964a52039e31ee3,108
3fd66200f964a52039e51ee3,51
3fd66200f964a52039eb1ee3,145
3fd66200f964a52039f11ee3,122
3fd66200f964a5203ae31ee3,38
3fd66200f964a5203ae81ee3,73
3fd66200f964a5203af11ee3,50
3fd66200f964a5203be51ee3,21
3fd66200f964a5203be61ee3,187
3fd66200f964a5203be71ee3,190
3fd66200f964a5203be81ee3,21
3fd66200f964a5203ce31ee3,9
3fd66200f964a5203ce51ee3,9
3fd66200f964a5203de31ee3,173
3fd66200f964a5203de41ee3,166
3fd66200f964a5203de71ee3,20
3fd66200f964a5203de81ee3,21
3fd66200f964a5203ee31ee3,196
3fd66200f964a5203ee41ee3,35
3fd66200f964a5203ee71ee3,22
3fd66200f964a5203ee91ee3,108
3fd66200f964a5203eea1ee3,157
3fd66200f964a5203eeb1ee3,15
3fd66200f964a5203fe31ee3,9
3fd66200f964a5203fe41ee3,95
3fd66200f964a5203fe51ee3,47
3fd66200f964a5203fe61ee3,40
3fd66200f964a5203fea1ee3,42
3fd66200f964a52040e41ee3,21
3fd66200f964a52040e71ee3,5
3fd66200f964a52040e81ee3,18
3fd66200f964a52041e51ee3,88
3fd66200f964a52041eb1ee3,181
3fd66200f964a52042e31ee3,79
3fd66200f964a52042e81ee3,43
3fd66200f964a52042eb1ee3,72
3fd66200f964a52042f11ee3,9
3fd66200f964a52043eb1ee3,88
3fd66200f964a52044e31ee3,59
3fd66200f964a52044e51ee3,72
3fd66200f964a52044e61ee3,119
3fd66200f964a52044e71ee3,95
3fd66200f964a52044e81ee3,59
3fd66200f964a52044e91ee3,59
3fd66200f964a52044ea1ee3,18
3fd66200f964a52044eb1ee3,36
3fd66200f964a52045e41ee3,95
3fd66200f964a52045e71ee3,72
3fd66200f964a52045ea1ee3,10
3fd66200f964a52046e41ee3,33
3fd66200f964a52046e51ee3,43
3fd66200f964a52046e71ee3,18
3fd66200f964a52046e81ee3,122
3fd66200f964a52047e51ee3,158
3fd66200f964a52047e71ee3,109
3fd66200f964a52047ea1ee3,10
3fd66200f964a52047ee1ee3,147
3fd66200f964a52048e31ee3,76
3fd66200f964a52048e61ee3,33
3fd66200f964a52048e81ee3,6
3fd66200f964a52048eb1ee3,37
3fd66200f964a52048ee1ee3,95
3fd66200f964a52049e31ee3,18
3fd66200f964a52049e71ee3,10
3fd66200f964a52049e81ee3,119
3fd66200f964a5204ae31ee3,90
3fd66200f964a5204ae41ee3,119
3fd66200f964a5204ae71ee3,122
3fd66200f964a5204ae91ee3,84
3fd66200f964a5204ceb1ee3,156
3fd66200f964a5204cee1ee3,76
3fd66200f964a5204de31ee3,170
3fd66200f964a5204de41ee3,30
3fd66200f964a5204de61ee3,95
3fd66200f964a5204de71ee3,6
3fd66200f964a5204dea1ee3,15
3fd66200f964a5204deb1ee3,166
3fd66200f964a5204ee41ee3,23
3fd66200f964a5204ee71ee3,69
3fd66200f964a5204ef11ee3,106
3fd66200f964a5204fe31ee3,84
3fd66200f964a5204fe71ee3,101
3fd66200f964a5204fe81ee3,73
3fd66200f964a52050e61ee3,56
3fd66200f964a52050e81ee3,95
3fd66200f964a52051e41ee3,97
3fd66200f964a52051e61ee3,18
3fd66200f964a52051e81ee3,166
3fd66200f964a52051e91ee3,52
3fd66200f964a52051eb1ee3,43
3fd66200f964a52052e31ee3,182
3fd66200f964a52052e61ee3,17
3fd66200f964a52052e71ee3,7
3fd66200f964a52052eb1ee3,7
3fd66200f964a52052f11ee3,108
3fd66200f964a52053e31ee3,53
3fd66200f964a52053e61ee3,146
3fd66200f964a52053e71ee3,166
3fd66200f964a52053ea1ee3,37
3fd66200f964a52053eb1ee3,14
3fd66200f964a52054e51ee3,59
3fd66200f964a52054e81ee3,7
3fd66200f964a52054e91ee3,6
3fd66200f964a52055e41ee3,178
3fd66200f964a52056e31ee3,22
3fd66200f964a52056e71ee3,20
3fd66200f964a52056ea1ee3,47
3fd66200f964a52056ee1ee3,14
3fd66200f964a52057e31ee3,88
3fd66200f964a52057e51ee3,182
3fd66200f964a52057e61ee3,18
3fd66200f964a52057e71ee3,180
3fd66200f964a52057e91ee3,111
3fd66200f964a52057ea1ee3,69
3fd66200f964a52057ee1ee3,10
3fd66200f964a52058e41ee3,21
3fd66200f964a52058e71ee3,18
3fd66200f964a52058e81ee3,33
3fd66200f964a52058e91ee3,187
3fd66200f964a52058ea1ee3,69
3fd66200f964a52058eb1ee3,149
3fd66200f964a52058f11ee3,72
3fd66200f964a52059e41ee3,76
3fd66200f964a52059e61ee3,4
3fd66200f964a52059ea1ee3,107
3fd66200f964a52059eb1ee3,33
3fd66200f964a5205ae31ee3,109
3fd66200f964a5205ae41ee3,74
3fd66200f964a5205ae71ee3,13
3fd66200f964a5205ae91ee3,35
3fd66200f964a5205be41ee3,43
3fd66200f964a5205be81ee3,32
3fd66200f964a5205ce81ee3,9
3fd66200f964a5205de31ee3,2
3fd66200f964a5205de41ee3,78
3fd66200f964a5205de91ee3,18
3fd66200f964a5205dea1ee3,149
3fd66200f964a5205deb1ee3,38
3fd66200f964a5205dee1ee3,50
3fd66200f964a5205ee31ee3,48
3fd66200f964a5205fe41ee3,67
3fd66200f964a5205fe81ee3,187
3fd66200f964a5205fe91ee3,96
3fd66200f964a52060e31ee3,166
3fd66200f964a52060e71ee3,84
3fd66200f964a52060e81ee3,18
3fd66200f964a52061e41ee3,6
3fd66200f964a52061e51ee3,84
3fd66200f964a52061e61ee3,122
3fd66200f964a52061e91ee3,9
3fd66200f964a52062e41ee3,38
3fd66200f964a52062e61ee3,166
3fd66200f964a52062eb1ee3,40
3fd66200f964a52063e31ee3,7
3fd66200f964a52063e41ee3,37
3fd66200f964a52063e61ee3,18
3fd66200f964a52064e31ee3,165
3fd66200f964a52064e61ee3,88
3fd66200f964a52064e71ee3,18
3fd66200f964a52064e91ee3,11
3fd66200f964a52064eb1ee3,95
3fd66200f964a52065e91ee3,181
3fd66200f964a52065ea1ee3,20
3fd66200f964a52065eb1ee3,35
3fd66200f964a52066e31ee3,37
3fd66200f964a52066e61ee3,118
3fd66200f964a52066e81ee3,165
3fd66200f964a52066ea1ee3,110
3fd66200f964a52066eb1ee3,21
3fd66200f964a52067e41ee3,7
3fd66200f964a52067e51ee3,69
3fd66200f964a52067e61ee3,14
3fd66200f964a52067e71ee3,131
3fd66200f964a52067e81ee3,41
3fd66200f964a52067e91ee3,110
3fd66200f964a52068e31ee3,175
3fd66200f964a52068e91ee3,74
3fd66200f964a52068eb1ee3,51
3fd66200f964a52069e31ee3,11
3fd66200f964a52069e61ee3,90
3fd66200f964a52069e71ee3,14
3fd66200f964a52069e81ee3,42
3fd66200f964a52069eb1ee3,21
3fd66200f964a5206ae41ee3,95
3fd66200f964a5206ae51ee3,158
3fd66200f964a5206ae81ee3,8
3fd66200f964a5206aeb1ee3,11
3fd66200f964a5206be31ee3,7
3fd66200f964a5206be61ee3,117
3fd66200f964a5206be71ee3,136
3fd66200f964a5206beb1ee3,198
3fd66200f964a5206bf11ee3,72
3fd66200f964a5206ce41ee3,110
3fd66200f964a5206ce71ee3,122
3fd66200f964a5206ce91ee3,122
3fd66200f964a5206cea1ee3,2
3fd66200f964a5206ceb1ee3,35
3fd66200f964a5206de51ee3,84
3fd66200f964a5206de71ee3,118
3fd66200f964a5206de91ee3,87
3fd66200f964a5206deb1ee3,56
3fd66200f964a5206ee61ee3,111
3fd66200f964a5206ee81ee3,122
3fd66200f964a5206ee91ee3,85
3fd66200f964a5206eeb1ee3,56
3fd66200f964a5206fe61ee3,7
3fd66200f964a5206fe71ee3,31
3fd66200f964a5206fe81ee3,18
3fd66200f964a5206fe91ee3,54
3fd66200f964a5206feb1ee3,21
3fd66200f964a5206ff11ee3,198
3fd66200f964a52070e71ee3,88
3fd66200f964a52070e91ee3,16
3fd66200f964a52071e61ee3,99
3fd66200f964a52071e71ee3,149
3fd66200f964a52071eb1ee3,33
3fd66200f964a52072e61ee3,43
3fd66200f964a52072e81ee3,90
3fd66200f964a52072e91ee3,187
3fd66200f964a52073e31ee3,95
3fd66200f964a52073e61ee3,18
3fd66200f964a52073e71ee3,43
3fd66200f964a52073e81ee3,36
3fd66200f964a52073e91ee3,51
3fd66200f964a52073ea1ee3,33
3fd66200f964a52073f11ee3,90
3fd66200f964a52074e51ee3,60
3fd66200f964a52074e71ee3,6
3fd66200f964a52074e81ee3,71
3fd66200f964a52074e91ee3,83
3fd66200f964a52075e51ee3,9
3fd66200f964a52075e61ee3,43
3fd66200f964a52075e91ee3,33
3fd66200f964a52075ea1ee3,69
3fd66200f964a52075eb1ee3,56
3fd66200f964a52076e31ee3,69
3fd66200f964a52076e71ee3,62
3fd66200f964a52076eb1ee3,90
3fd66200f964a52077e41ee3,18
3fd66200f964a52077e51ee3,22
3fd66200f964a52077e91ee3,12
3fd66200f964a52077f11ee3,198
3fd66200f964a52078e81ee3,18
3fd66200f964a52078f11ee3,10
3fd66200f964a52079e61ee3,11
3fd66200f964a52079e91ee3,125
3fd66200f964a52079f11ee3,187
3fd66200f964a5207ae51ee3,35
3fd66200f964a5207ae61ee3,95
3fd66200f964a5207be31ee3,166
3fd66200f964a5207ce31ee3,108
3fd66200f964a5207ce91ee3,187
3fd66200f964a5207cea1ee3,56
3fd66200f964a5207cf11ee3,95
3fd66200f964a5207de61ee3,187
3fd66200f964a5207de91ee3,6
3fd66200f964a5207dea1ee3,145
3fd66200f964a5207ee31ee3,166
3fd66200f964a5207ee41ee3,182
3fd66200f964a5207ee51ee3,66
3fd66200f964a5207ee71ee3,56
3fd66200f964a5207ee91ee3,56
3fd66200f964a5207eea1ee3,35
3fd66200f964a5207fe41ee3,21
3fd66200f964a5207fe71ee3,53
3fd66200f964a5207fe91ee3,122
3fd66200f964a5207feb1ee3,21
3fd66200f964a52080e41ee3,11
3fd66200f964a52080e71ee3,54
3fd66200f964a52080e81ee3,110
3fd66200f964a52081e61ee3,18
3fd66200f964a52081e71ee3,136
3fd66200f964a52081e81ee3,56
3fd66200f964a52081ea1ee3,37
3fd66200f964a52083e31ee3,174
3fd66200f964a52083e61ee3,77
3fd66200f964a52083e71ee3,10
3fd66200f964a52083ea1ee3,17
3fd66200f964a52084e41ee3,11
3fd66200f964a52084e51ee3,63
3fd66200f964a52084e81ee3,84
3fd66200f964a52084ea1ee3,154
3fd66200f964a52085e31ee3,10
3fd66200f964a52085e41ee3,22
3fd66200f964a52085f11ee3,198
3fd66200f964a52086e41ee3,18
3fd66200f964a52086e81ee3,10
3fd66200f964a52088e31ee3,43
3fd66200f964a52088e41ee3,10
3fd66200f964a52088e51ee3,14
3fd66200f964a52088e81ee3,95
3fd66200f964a52088e91ee3,149
3fd66200f964a52089e41ee3,25
3fd66200f964a5208ae71ee3,74
3fd66200f964a5208ae91ee3,173
3fd66200f964a5208aea1ee3,10
3fd66200f964a5208be41ee3,14
3fd66200f964a5208be71ee3,74
3fd66200f964a5208be81ee3,33
3fd66200f964a5208bea1ee3,187
3fd66200f964a5208beb1ee3,54
3fd66200f964a5208ce41ee3,69
3fd66200f964a5208de81ee3,95
3fd66200f964a5208de91ee3,133
3fd66200f964a5208dea1ee3,54
3fd66200f964a5208ee71ee3,40
3fd66200f964a5208ee91ee3,59
3fd66200f964a5208fe41ee3,158
3fd66200f964a5208fe61ee3,84
3fd66200f964a5208fe81ee3,43
3fd66200f964a52090e31ee3,5
3fd66200f964a52090e51ee3,183
3fd66200f964a52091e61ee3,21
3fd66200f964a52091e71ee3,69
3fd66200f964a52091e91ee3,10
3fd66200f964a52092e31ee3,133
3fd66200f964a52092e61ee3,181
3fd66200f964a52092e71ee3,109
3fd66200f964a52092e81ee3,95
3fd66200f964a52093e31ee3,154
3fd66200f964a52093e61ee3,7
3fd66200f964a52093e71ee3,21
3fd66200f964a52093e81ee3,135
3fd66200f964a52093ea1ee3,153
3fd66200f964a52093eb1ee3,84
3fd66200f964a52094e31ee3,83
3fd66200f964a52094e41ee3,48
3fd66200f964a52094e61ee3,88
3fd66200f964a52094e71ee3,161
3fd66200f964a52095e61ee3,7
3fd66200f964a52095e71ee3,154
3fd66200f964a52096e71ee3,90
3fd66200f964a52096e91ee3,110
3fd66200f964a52096eb1ee3,83
3fd66200f964a52097e61ee3,59
3fd66200f964a52098e31ee3,69
3fd66200f964a52098e51ee3,60
3fd66200f964a52098e71ee3,133
3fd66200f964a52098e81ee3,129
3fd66200f964a52098eb1ee3,122
3fd66200f964a52099e31ee3,114
3fd66200f964a52099e41ee3,43
3fd66200f964a52099e61ee3,73
3fd66200f964a52099ea1ee3,122
3fd66200f964a5209ae31ee3,187
3fd66200f964a5209ae81ee3,76
3fd66200f964a5209aeb1ee3,95
3fd66200f964a5209af11ee3,108
3fd66200f964a5209be41ee3,90
3fd66200f964a5209be71ee3,56
3fd66200f964a5209beb1ee3,31
3fd66200f964a5209bf11ee3,2
3fd66200f964a5209ce71ee3,165
3fd66200f964a5209ce91ee3,170
3fd66200f964a5209de41ee3,21
3fd66200f964a5209de51ee3,170
3fd66200f964a5209de71ee3,10
3fd66200f964a5209de91ee3,187
3fd66200f964a5209deb1ee3,35
3fd66200f964a5209ee41ee3,18
3fd66200f964a5209ee61ee3,185
3fd66200f964a5209ee71ee3,11
3fd66200f964a5209ee81ee3,11
3fd66200f964a5209eea1ee3,18
3fd66200f964a5209fe51ee3,18
3fd66200f964a5209fe61ee3,21
3fd66200f964a5209fe71ee3,36
3fd66200f964a5209fe81ee3,56
3fd66200f964a5209fea1ee3,90
3fd66200f964a520a0e61ee3,88
3fd66200f964a520a0e81ee3,182
3fd66200f964a520a0e91ee3,69
3fd66200f964a520a2e41ee3,43
3fd66200f964a520a2e71ee3,21
3fd66200f964a520a2e91ee3,72
3fd66200f964a520a4e31ee3,77
3fd66200f964a520a5e31ee3,124
3fd66200f964a520a5e41ee3,35
3fd66200f964a520a5ea1ee3,187
3fd66200f964a520a6e31ee3,9
3fd66200f964a520a6e51ee3,183
3fd66200f964a520a7e31ee3,35
3fd66200f964a520a7e91ee3,105
3fd66200f964a520a7ea1ee3,9
3fd66200f964a520a8e41ee3,26
3fd66200f964a520a8e91ee3,97
3fd66200f964a520a9e61ee3,10
3fd66200f964a520a9f11ee3,109
3fd66200f964a520aae31ee3,35
3fd66200f964a520aae81ee3,110
3fd66200f964a520abe51ee3,158
3fd66200f964a520abea1ee3,10
3fd66200f964a520ace41ee3,154
3fd66200f964a520ace51ee3,43
3fd66200f964a520ade51ee3,37
3fd66200f964a520ade91ee3,67
3fd66200f964a520adea1ee3,197
3fd66200f964a520aee81ee3,84
3fd66200f964a520aee91ee3,108
3fd66200f964a520afe61ee3,18
3fd66200f964a520afe71ee3,8
3fd66200f964a520afe91ee3,192
3fd66200f964a520b0e51ee3,33
3fd66200f964a520b0e71ee3,108
3fd66200f964a520b1e71ee3,10
3fd66200f964a520b1e91ee3,122
3fd66200f964a520b1ea1ee3,95
3fd66200f964a520b2e41ee3,37
3fd66200f964a520b2e71ee3,33
3fd66200f964a520b2ea1ee3,187
3fd66200f964a520b3e71ee3,7
3fd66200f964a520b3ea1ee3,10
3fd66200f964a520b4e31ee3,104
3fd66200f964a520b4e81ee3,10
3fd66200f964a520b5e61ee3,37
3fd66200f964a520b5ea1ee3,191
3fd66200f964a520b6e41ee3,92
3fd66200f964a520b6e51ee3,25
3fd66200f964a520b6e71ee3,6
3fd66200f964a520b6ea1ee3,108
3fd66200f964a520b7e31ee3,21
3fd66200f964a520b7e41ee3,35
3fd66200f964a520b7e51ee3,17
3fd66200f964a520b7e71ee3,74
3fd66200f964a520b7ea1ee3,8
3fd66200f964a520b8e31ee3,97
3fd66200f964a520b8e91ee3,69
3fd66200f964a520b8ea1ee3,23
3fd66200f964a520b9e31ee3,156
3fd66200f964a520b9e51ee3,55
3fd66200f964a520b9e61ee3,84
3fd66200f964a520b9e81ee3,51
3fd66200f964a520b9e91ee3,18
3fd66200f964a520b9ea1ee3,27
3fd66200f964a520bbe51ee3,51
3fd66200f964a520bbe61ee3,14
3fd66200f964a520bbe91ee3,6
3fd66200f964a520bbea1ee3,9
3fd66200f964a520bce31ee3,64
3fd66200f964a520bce41ee3,69
3fd66200f964a520bce51ee3,106
3fd66200f964a520bce61ee3,134
3fd66200f964a520bce71ee3,133
3fd66200f964a520bce81ee3,35
3fd66200f964a520bcea1ee3,122
3fd66200f964a520bde41ee3,20
3fd66200f964a520bde61ee3,76
3fd66200f964a520bde71ee3,69
3fd66200f964a520bde91ee3,17
3fd66200f964a520bdea1ee3,69
3fd66200f964a520bee31ee3,12
3fd66200f964a520bee71ee3,189
3fd66200f964a520bee91ee3,122
3fd66200f964a520bfe41ee3,130
3fd66200f964a520bfe71ee3,45
3fd66200f964a520bfea1ee3,198
3fd66200f964a520c0e31ee3,166
3fd66200f964a520c0e41ee3,72
3fd66200f964a520c0e61ee3,18
3fd66200f964a520c0e71ee3,181
3fd66200f964a520c0ed1ee3,82
3fd66200f964a520c0ef1ee3,122
3fd66200f964a520c0f11ee3,69
3fd66200f964a520c1e71ee3,95
3fd66200f964a520c1e81ee3,69
3fd66200f964a520c2e51ee3,154
3fd66200f964a520c2ea1ee3,8
3fd66200f964a520c3e81ee3,84
3fd66200f964a520c4e31ee3,54
3fd66200f964a520c4f11ee3,9
3fd66200f964a520c5e41ee3,48
3fd66200f964a520c5e51ee3,10
3fd66200f964a520c5e91ee3,90
3fd66200f964a520c5f01ee3,18
3fd66200f964a520c5f11ee3,95
3fd66200f964a520c6e61ee3,69
3fd66200f964a520c6e81ee3,123
3fd66200f964a520c6e91ee3,69
3fd66200f964a520c7e41ee3,2
3fd66200f964a520c7e51ee3,10
3fd66200f964a520c7e61ee3,37
3fd66200f964a520c7e71ee3,7
3fd66200f964a520c7f11ee3,14
3fd66200f964a520c8e51ee3,18
3fd66200f964a520c8ea1ee3,189
3fd66200f964a520c9e41ee3,20
3fd66200f964a520c9e61ee3,8
3fd66200f964a520c9e71ee3,111
3fd66200f964a520c9e91ee3,47
3fd66200f964a520cae41ee3,18
3fd66200f964a520cae71ee3,170
3fd66200f964a520cae91ee3,54
3fd66200f964a520caea1ee3,59
3fd66200f964a520cbe91ee3,21
3fd66200f964a520cce51ee3,35
3fd66200f964a520cce71ee3,72
3fd66200f964a520ccf11ee3,6
3fd66200f964a520cde31ee3,40
3fd66200f964a520cde61ee3,33
3fd66200f964a520cde81ee3,10
3fd66200f964a520cdea1ee3,9
3fd66200f964a520cded1ee3,10
3fd66200f964a520cdf11ee3,134
3fd66200f964a520cee31ee3,118
3fd66200f964a520cee51ee3,94
3fd66200f964a520cee81ee3,108
3fd66200f964a520cee91ee3,18
3fd66200f964a520ceea1ee3,10
3fd66200f964a520cef11ee3,13
3fd66200f964a520d0e41ee3,110
3fd66200f964a520d0e51ee3,189
3fd66200f964a520d1e31ee3,18
3fd66200f964a520d1e41ee3,122
3fd66200f964a520d1ea1ee3,10
3fd66200f964a520d2e81ee3,33
3fd66200f964a520d3ea1ee3,6
3fd66200f964a520d4e31ee3,23
3fd66200f964a520d4e41ee3,18
3fd66200f964a520d5e31ee3,119
3fd66200f964a520d5e51ee3,109
3fd66200f964a520d5e61ee3,35
3fd66200f964a520d5e91ee3,122
3fd66200f964a520d6e61ee3,69
3fd66200f964a520d6e91ee3,10
3fd66200f964a520d7e41ee3,11
3fd66200f964a520d7e61ee3,175
3fd66200f964a520d7e81ee3,35
3fd66200f964a520d7ea1ee3,90
3fd66200f964a520d7f11ee3,94
3fd66200f964a520d8e41ee3,59
3fd66200f964a520d8f11ee3,94
3fd66200f964a520d9e51ee3,191
3fd66200f964a520d9ea1ee3,59
3fd66200f964a520d9f11ee3,5
3fd66200f964a520dae41ee3,60
3fd66200f964a520dae51ee3,154
3fd66200f964a520dae71ee3,130
3fd66200f964a520daf11ee3,94
3fd66200f964a520dbe31ee3,110
3fd66200f964a520dbe61ee3,2
3fd66200f964a520dbe71ee3,139
3fd66200f964a520dbe81ee3,6
3fd66200f964a520dbe91ee3,36
3fd66200f964a520dbea1ee3,99
3fd66200f964a520dbf11ee3,118
3fd66200f964a520dce31ee3,20
3fd66200f964a520dce71ee3,33
3fd66200f964a520dce81ee3,70
3fd66200f964a520dcf01ee3,14
3fd66200f964a520dde31ee3,59
3fd66200f964a520dde41ee3,95
3fd66200f964a520dde81ee3,76
3fd66200f964a520ddea1ee3,182
3fd66200f964a520ddf01ee3,27
3fd66200f964a520dee51ee3,14
3fd66200f964a520dee61ee3,21
